user_id,Тип обращения,type_id,Время обращения
HS5mRwv0,Жалоба на видеообзор,8,2019-03-04 14:37:40
E7whrjuk,Отзыв удалён,7,2019-03-05 10:35:40
uaE7JrIW,Мошенничество,5,2019-03-02 15:54:41
i2yTUPht,Жалоба на товар в магазине,3,2019-04-16 11:50:44
x6RMjj8C,Жалоба на товар в магазине,3,2019-04-16 19:24:39
skkNZQA9,Жалоба на товар в магазине,3,2019-04-13 10:18:26
uppP47uW,Жалоба на видеообзор,8,2019-03-16 13:10:23
5gANzUOD,Продажа поддельной продукции,4,2019-04-25 12:40:32
OjWIHyLk,Мошенничество,5,2019-04-13 12:18:35
MHuiPWT6,Жалоба на товар в магазине,3,2019-03-17 20:55:45
ZPvdZmLB,Продажа запрещенных товаров,6,2019-03-09 20:55:49
nqHAWVDH,Продажа поддельной продукции,4,2019-03-19 14:50:48
BCBDcxb9,Жалоба на видеообзор,8,2019-04-26 18:54:44
sr1AMb1X,Отзыв удалён,7,2019-04-01 14:16:33
cfWxRisW,Жалоба на товар в магазине,3,2019-04-16 14:34:59
xbgj1Tdu,Накрутка отзывов,2,2019-03-30 18:50:36
oHZgfPEd,Продажа запрещенных товаров,6,2019-03-13 21:47:58
PgVDtwVI,Жалоба на видеообзор,8,2019-03-03 17:50:37
VnSV8V3g,Не работает сайт,1,2019-04-12 14:39:38
Nb9yL38R,Продажа запрещенных товаров,6,2019-04-24 15:21:43
BU9YSxVE,Продажа поддельной продукции,4,2019-03-30 18:22:39
QIBH3k6I,Накрутка отзывов,2,2019-03-26 21:26:40
ILUb3mv0,Жалоба на видеообзор,8,2019-04-01 12:33:34
j07uf4Nl,Отзыв удалён,7,2019-03-25 16:32:30
sY9ZWrrG,Жалоба на видеообзор,8,2019-04-13 12:47:24
OIaXWdUP,Накрутка отзывов,2,2019-04-14 15:56:22
BpVbxAV3,Мошенничество,5,2019-04-27 10:49:20
H8MwA3bQ,Не работает сайт,1,2019-03-22 21:23:19
F089aFM8,Жалоба на видеообзор,8,2019-04-14 11:10:52
K1zJpIFC,Накрутка отзывов,2,2019-03-23 14:21:59
U6RzqRoq,Отзыв удалён,7,2019-03-30 20:26:59
bcZxlsxu,Накрутка отзывов,2,2019-03-25 17:22:12
8ls3RteD,Жалоба на товар в магазине,3,2019-04-29 13:52:16
kMSXoteK,Продажа запрещенных товаров,6,2019-04-23 16:34:59
zQn49lqy,Жалоба на товар в магазине,3,2019-04-01 14:42:14
eFrWBzf9,Не работает сайт,1,2019-04-11 13:23:43
EhaZKGy0,Не работает сайт,1,2019-04-17 21:20:31
90sYcBaN,Жалоба на видеообзор,8,2019-03-15 15:25:32
4Z8MT5N6,Продажа запрещенных товаров,6,2019-04-27 17:20:55
bCJfNgwZ,Жалоба на товар в магазине,3,2019-04-18 13:41:18
yN3CzqcF,Продажа поддельной продукции,4,2019-04-30 17:26:39
9bFBnWK9,Жалоба на товар в магазине,3,2019-03-10 15:50:28
5vGn2Ekg,Не работает сайт,1,2019-03-06 21:11:58
ThZJKslt,Отзыв удалён,7,2019-03-06 14:40:46
pIUxMmvh,Жалоба на товар в магазине,3,2019-04-10 11:41:28
au2OWNFo,Отзыв удалён,7,2019-04-04 10:42:23
UZ7vqlVp,Отзыв удалён,7,2019-03-14 15:15:52
XB0jjYCn,Накрутка отзывов,2,2019-03-12 17:12:19
5aqSq3YS,Мошенничество,5,2019-03-13 19:58:50
awXwQQIG,Мошенничество,5,2019-03-26 12:30:42
Aa4cJugf,Накрутка отзывов,2,2019-04-24 15:21:54
Kh4WzINS,Жалоба на видеообзор,8,2019-03-18 12:41:48
roMxzI7h,Жалоба на товар в магазине,3,2019-03-11 18:22:32
ySuPVdeA,Накрутка отзывов,2,2019-04-25 15:50:42
GkrP5IXX,Продажа запрещенных товаров,6,2019-03-01 15:18:13
dYOkEie4,Продажа поддельной продукции,4,2019-04-11 19:53:50
di7gpuO1,Не работает сайт,1,2019-03-26 15:30:54
ZCi4acDa,Отзыв удалён,7,2019-03-20 21:31:26
SiRyTKsg,Отзыв удалён,7,2019-03-01 12:36:16
YEKuIoqn,Продажа поддельной продукции,4,2019-04-28 17:57:48
hmTi5mnC,Жалоба на товар в магазине,3,2019-03-18 13:21:15
63bvyRNL,Мошенничество,5,2019-04-25 17:55:50
7wDELkVA,Продажа поддельной продукции,4,2019-03-06 21:56:46
UEEoROeV,Жалоба на товар в магазине,3,2019-03-23 13:50:47
Jpa3jKJp,Жалоба на товар в магазине,3,2019-04-16 18:23:10
4qctvreo,Жалоба на товар в магазине,3,2019-03-28 18:18:29
qKbHWzPl,Жалоба на товар в магазине,3,2019-03-24 15:39:46
xQ485kAX,Жалоба на товар в магазине,3,2019-04-12 14:28:41
ShlVfq31,Жалоба на видеообзор,8,2019-04-04 14:11:49
zNdHQuDK,Мошенничество,5,2019-04-17 10:37:18
WArxWUUz,Мошенничество,5,2019-03-22 17:55:51
muzbm668,Мошенничество,5,2019-03-05 12:22:44
lL14Ir3l,Мошенничество,5,2019-04-25 16:47:42
KrGNOOnx,Продажа запрещенных товаров,6,2019-04-08 14:43:55
60YYeBIh,Отзыв удалён,7,2019-03-22 16:30:29
dW9ht2I6,Отзыв удалён,7,2019-03-24 13:16:47
fJS25mRI,Продажа запрещенных товаров,6,2019-03-25 11:46:10
F57303UB,Жалоба на видеообзор,8,2019-03-07 12:21:31
1AB3vBUq,Жалоба на видеообзор,8,2019-04-04 20:26:14
PD3TrLu1,Жалоба на видеообзор,8,2019-03-01 12:49:32
BDtV2pDE,Мошенничество,5,2019-03-09 12:11:25
uJvk6AbY,Жалоба на видеообзор,8,2019-03-19 18:16:47
NBt7b7TL,Отзыв удалён,7,2019-04-14 17:49:48
oPmQcGzJ,Жалоба на видеообзор,8,2019-04-16 18:31:29
8xlxzkdG,Продажа поддельной продукции,4,2019-03-22 17:36:13
jnCZZXbH,Мошенничество,5,2019-04-24 16:21:15
ydbABnyy,Продажа запрещенных товаров,6,2019-04-08 13:11:30
ywoH12xf,Мошенничество,5,2019-03-17 10:48:58
YRlv8jOu,Отзыв удалён,7,2019-03-17 12:58:44
XHWKRpCA,Накрутка отзывов,2,2019-03-16 10:24:30
4z1hTvx8,Не работает сайт,1,2019-04-13 11:35:23
x6QQoC5O,Жалоба на товар в магазине,3,2019-04-26 21:55:44
OoZkIxZc,Продажа запрещенных товаров,6,2019-04-17 14:44:27
najrpc79,Отзыв удалён,7,2019-03-18 10:18:32
y8xy8ame,Мошенничество,5,2019-04-15 18:26:53
H0Hh5RPn,Продажа запрещенных товаров,6,2019-04-30 17:39:32
QtJDoJiB,Отзыв удалён,7,2019-04-14 11:29:20
o3JA3KrQ,Не работает сайт,1,2019-04-26 18:15:14
YWF2EAxS,Продажа поддельной продукции,4,2019-03-17 12:45:59
B0Q0o0S1,Мошенничество,5,2019-04-02 21:32:15
WAKNd8xP,Жалоба на видеообзор,8,2019-03-06 21:53:29
AdYQ1A33,Жалоба на видеообзор,8,2019-03-01 15:20:18
nPAyfLsf,Отзыв удалён,7,2019-04-20 13:55:53
jUgWtwOV,Отзыв удалён,7,2019-03-22 14:28:29
CJaeg5Pz,Не работает сайт,1,2019-03-11 21:50:52
UCpOBxVY,Отзыв удалён,7,2019-04-11 20:15:30
mu9P3k2f,Продажа запрещенных товаров,6,2019-03-29 19:39:12
JVrGLcAV,Жалоба на видеообзор,8,2019-03-26 21:20:38
Nx4svjw3,Жалоба на товар в магазине,3,2019-03-02 13:32:32
ppSIVSPH,Жалоба на товар в магазине,3,2019-04-02 13:34:23
2ZcwbxZY,Жалоба на видеообзор,8,2019-04-15 14:21:21
lTYavi1r,Продажа поддельной продукции,4,2019-04-02 14:48:26
rCH9W9NO,Продажа поддельной продукции,4,2019-04-02 12:47:39
MAOSTcT9,Накрутка отзывов,2,2019-04-23 13:58:46
bHbnrhtd,Жалоба на товар в магазине,3,2019-04-23 11:29:53
PkNgM9b0,Накрутка отзывов,2,2019-03-21 20:39:53
sxjtBw1J,Продажа поддельной продукции,4,2019-03-27 10:31:21
EQK5dmUX,Отзыв удалён,7,2019-03-11 20:25:29
5elZ1yHy,Жалоба на видеообзор,8,2019-03-13 10:29:33
OOMtLBXL,Жалоба на видеообзор,8,2019-04-16 17:57:58
yoXGcpaE,Мошенничество,5,2019-03-25 18:30:33
LmHcvHnw,Не работает сайт,1,2019-04-24 12:31:35
wSlxQkRR,Мошенничество,5,2019-04-20 16:43:50
FdRPo5Ik,Жалоба на товар в магазине,3,2019-04-20 18:51:14
Ljcryljv,Продажа поддельной продукции,4,2019-04-04 16:59:49
USvP7tXH,Не работает сайт,1,2019-04-20 14:56:59
gdS3fola,Жалоба на товар в магазине,3,2019-04-13 19:48:49
wYgPlLTB,Продажа поддельной продукции,4,2019-03-22 16:27:13
9VhNfMVM,Накрутка отзывов,2,2019-03-09 20:28:12
Pg4jrAZn,Мошенничество,5,2019-04-11 21:14:40
Nn3L6ryl,Жалоба на товар в магазине,3,2019-03-07 19:49:54
CsszuTmN,Не работает сайт,1,2019-04-27 19:29:13
pDSoOzCY,Жалоба на товар в магазине,3,2019-03-19 21:40:12
ptHPZNcF,Продажа запрещенных товаров,6,2019-03-17 20:49:22
GJyKmLYf,Жалоба на видеообзор,8,2019-03-02 14:59:20
oxb55BDn,Жалоба на товар в магазине,3,2019-04-02 12:35:55
yqBxbZUB,Жалоба на видеообзор,8,2019-04-11 21:46:44
v9DVJpHv,Продажа поддельной продукции,4,2019-03-23 17:36:26
vqrWZNMX,Продажа поддельной продукции,4,2019-04-28 20:47:57
8ErafNOJ,Не работает сайт,1,2019-03-27 16:54:42
uBogpLRP,Отзыв удалён,7,2019-04-06 11:54:27
20WgFAfP,Отзыв удалён,7,2019-03-06 14:32:26
8kIgaqhz,Накрутка отзывов,2,2019-04-01 12:31:40
GMLSnvKn,Мошенничество,5,2019-03-02 17:18:29
ac0uvc1J,Не работает сайт,1,2019-04-28 13:20:21
Xhdzp6Jc,Не работает сайт,1,2019-03-01 13:40:34
ao3WVnCW,Отзыв удалён,7,2019-04-17 18:45:30
fxRPzsvn,Мошенничество,5,2019-04-16 15:53:24
CuSCw97z,Не работает сайт,1,2019-03-04 10:44:22
Z929S0sv,Накрутка отзывов,2,2019-03-02 12:55:58
HyRt0oyV,Жалоба на товар в магазине,3,2019-04-29 20:35:57
rwmLdwwx,Жалоба на видеообзор,8,2019-03-29 21:11:53
u2W6NG7O,Мошенничество,5,2019-04-19 10:34:51
JHEei9st,Мошенничество,5,2019-04-03 12:51:14
IstXPJRK,Мошенничество,5,2019-04-02 13:25:36
8pCLOBFC,Жалоба на видеообзор,8,2019-04-29 17:35:28
5gPt8gMM,Мошенничество,5,2019-04-25 14:29:29
VQVeso2d,Накрутка отзывов,2,2019-04-30 20:50:38
eMvm5OzL,Не работает сайт,1,2019-03-20 20:40:44
kWwGmoHf,Жалоба на товар в магазине,3,2019-04-29 12:53:40
dhz264Pa,Мошенничество,5,2019-03-29 10:28:38
BDyT65cx,Продажа поддельной продукции,4,2019-04-17 12:12:12
A9hw0ft3,Жалоба на видеообзор,8,2019-03-28 11:57:13
ng9Y09Sk,Жалоба на товар в магазине,3,2019-03-11 13:36:47
dtPAmgvp,Не работает сайт,1,2019-03-13 13:38:50
hxn6NGRS,Продажа запрещенных товаров,6,2019-04-29 10:19:35
rB4zG7yC,Мошенничество,5,2019-03-21 13:22:57
xSzA1BMa,Мошенничество,5,2019-03-25 20:42:57
LiV9S9i4,Отзыв удалён,7,2019-04-28 14:28:21
vlwuYcJy,Жалоба на товар в магазине,3,2019-03-16 11:29:19
yn3lAIw7,Не работает сайт,1,2019-04-24 16:32:22
B1F2XEUd,Жалоба на видеообзор,8,2019-04-02 12:17:28
GfipKWwt,Жалоба на товар в магазине,3,2019-04-21 20:20:12
9QSY7Uqy,Продажа поддельной продукции,4,2019-04-05 16:25:20
Os0oYTMI,Продажа запрещенных товаров,6,2019-04-03 12:18:14
tnFR5MUN,Накрутка отзывов,2,2019-04-30 10:14:43
q6Xjtdms,Жалоба на видеообзор,8,2019-04-02 18:34:54
dKHT63mg,Жалоба на товар в магазине,3,2019-04-05 14:14:36
n8MW4Vfr,Не работает сайт,1,2019-04-01 13:39:28
INyNruUR,Жалоба на видеообзор,8,2019-03-28 16:49:32
zOY5Gj8b,Продажа поддельной продукции,4,2019-03-17 11:18:55
WFwTSXWi,Мошенничество,5,2019-04-19 10:47:35
abj0BCHD,Продажа поддельной продукции,4,2019-04-28 17:34:27
lFtju6P8,Жалоба на товар в магазине,3,2019-04-23 12:37:26
2avZ0Vos,Не работает сайт,1,2019-04-24 10:15:50
dvsc1WNX,Накрутка отзывов,2,2019-04-05 14:49:55
4DXv1BuH,Накрутка отзывов,2,2019-04-28 12:55:58
Wj3SUvtT,Жалоба на видеообзор,8,2019-03-12 19:14:44
hlikeQNL,Продажа поддельной продукции,4,2019-04-08 14:32:40
qpntqnnF,Продажа поддельной продукции,4,2019-04-07 20:10:25
v4ScTpPd,Не работает сайт,1,2019-04-07 18:56:53
KKPofkwY,Жалоба на товар в магазине,3,2019-04-27 19:47:56
6qem9nfY,Накрутка отзывов,2,2019-03-07 16:46:48
QdZ3gavb,Отзыв удалён,7,2019-03-01 18:53:51
bJh4HvKw,Жалоба на видеообзор,8,2019-03-18 19:15:30
fXfbNr9U,Продажа поддельной продукции,4,2019-03-30 20:21:32
mLGaXjLD,Накрутка отзывов,2,2019-03-02 13:11:24
5sKDl8eZ,Продажа запрещенных товаров,6,2019-04-19 10:26:46
vECmMBY8,Мошенничество,5,2019-03-19 16:24:43
RqZhe6tP,Продажа поддельной продукции,4,2019-03-26 19:50:26
DvimKmdZ,Жалоба на видеообзор,8,2019-04-10 14:51:39
tV5Lof9M,Мошенничество,5,2019-04-14 13:41:14
quo4VbLl,Жалоба на товар в магазине,3,2019-04-06 20:28:17
qfrtrs88,Продажа запрещенных товаров,6,2019-04-06 20:33:18
cGPpZgW4,Жалоба на видеообзор,8,2019-04-15 13:12:49
eeV3Cz2s,Мошенничество,5,2019-04-13 12:43:23
AJM0SuEg,Не работает сайт,1,2019-03-29 16:23:12
m741CugW,Отзыв удалён,7,2019-04-05 15:26:42
JvDan6wL,Продажа запрещенных товаров,6,2019-03-04 13:55:41
Ye69v2rQ,Жалоба на товар в магазине,3,2019-04-15 10:47:37
AJ8CtZAk,Продажа поддельной продукции,4,2019-04-09 18:41:19
OZIyS86a,Мошенничество,5,2019-04-01 17:31:13
4ngnISis,Продажа поддельной продукции,4,2019-04-02 21:43:47
iBunO5dg,Мошенничество,5,2019-04-25 17:12:39
DAIS0vFg,Мошенничество,5,2019-04-04 11:14:32
rWjlQhAE,Жалоба на видеообзор,8,2019-03-21 12:40:53
0cvHJDje,Жалоба на товар в магазине,3,2019-04-14 15:49:19
XAF0KpmD,Мошенничество,5,2019-03-04 14:31:15
uagzcZDG,Не работает сайт,1,2019-03-14 21:34:21
pyiwTjgj,Не работает сайт,1,2019-03-06 18:20:19
2F26ckGu,Жалоба на товар в магазине,3,2019-04-05 14:46:23
6tX5aaab,Накрутка отзывов,2,2019-04-15 13:38:51
RbXfsjc3,Жалоба на товар в магазине,3,2019-03-09 18:14:18
JRXfgfnN,Не работает сайт,1,2019-04-28 13:45:26
KWFepcIb,Не работает сайт,1,2019-03-29 14:35:44
cA47JCVO,Жалоба на товар в магазине,3,2019-04-01 10:56:44
Cb5HEpEK,Продажа поддельной продукции,4,2019-03-10 11:32:45
Wq3NZsdN,Накрутка отзывов,2,2019-03-25 14:15:34
z78NGSKS,Продажа запрещенных товаров,6,2019-04-30 19:37:18
h01nBG9y,Накрутка отзывов,2,2019-03-30 13:40:54
MRETWsov,Жалоба на товар в магазине,3,2019-03-25 16:36:37
fuhadLMb,Продажа запрещенных товаров,6,2019-03-19 21:14:15
L4uQcicL,Жалоба на видеообзор,8,2019-03-02 11:52:11
kfKBcugG,Жалоба на видеообзор,8,2019-03-23 19:21:57
u4bwBFGb,Продажа запрещенных товаров,6,2019-04-29 19:58:37
Wts8choB,Жалоба на товар в магазине,3,2019-04-10 11:58:51
8vNg7wJo,Жалоба на видеообзор,8,2019-03-30 21:22:43
